Structure,Mixed glass,Glass wool,Glass wool,Mixed glass,Glass wool,Mixed glass,Glass wool,Mixed glass,Glass wool,Glass wool,Broth,Broth,Mixed glass,Mixed glass,Mixed glass,Broth,Broth,Glass wool,Broth,Broth,Mixed glass,Glass wool,Broth,Broth,Glass wool,Mixed glass,Glass wool,Mixed glass,Glass wool,Mixed glass,Mixed glass,Broth,Broth,Glass wool,Mixed glass,Broth,Broth,Broth,Broth,Glass wool,Glass wool,Glass wool,Broth,Mixed glass,Glass wool,Mixed glass,Mixed glass,Glass wool,Mixed glass,Mixed glass,Mixed glass,Broth,Broth,Broth,Mixed glass,Broth,Glass wool,Broth,Glass wool,Glass wool,Mixed glass,Glass wool,Broth,Mixed glass
Substrate,Glucose,Cellobiose,Glucose,Cellobiose,Glucose,Cellobiose,Glucose,Glucose,Glucose,Glucose,Glucose,Glucose,Cellobiose,Glucose,Glucose,Glucose,Glucose,Cellobiose,Cellobiose,Cellobiose,Cellobiose,Cellobiose,Cellobiose,Cellobiose,Glucose,Glucose,Cellobiose,Cellobiose,Cellobiose,Glucose,Glucose,Glucose,Glucose,Cellobiose,Glucose,Glucose,Cellobiose,Glucose,Glucose,Glucose,Glucose,Glucose,Cellobiose,Glucose,Cellobiose,Cellobiose,Cellobiose,Glucose,Glucose,Glucose,Cellobiose,Cellobiose,Glucose,Glucose,Cellobiose,Cellobiose,Glucose,Cellobiose,Glucose,Cellobiose,Cellobiose,Cellobiose,Cellobiose,Cellobiose
Day,2,5,2,2,5,5,1,2,1,2,2,5,5,1,1,5,2,1,5,2,5,2,5,1,5,5,1,1,1,1,5,1,1,5,5,5,5,1,2,5,5,1,5,1,5,2,5,2,2,5,1,5,1,5,1,1,5,2,1,5,2,2,1,1
Sample,MG12,GC1,GG9,MC12,GG4,MC4,GG5,MG9,GG6,GG10,BG12,BG1,MC3,MG5,MG8,BG3,BG9,GC7,BC11,BC9,MC1,GC9,BC3,BC8,GG12,MG4,GC5,MC7,GC8,MG6,MG2,BG8,BG5,GC2,MG1,BG2,BC4,BG7,BG10,GG1,GG3,GG8,BC1,MG7,GC4,MC9,MC2,GC10,MG10,MG3,MC6,BC2,BG6,BG4,MC5,BC6,GG2,BC12,GG7,GC3,MC10,GC11,BC7,MC8
OTU_245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_25,0,0,0,0,0,0,0,70.42253521,0,0,0,0,0,22.22222222,37.73584906,177.4193548,0,0,0,0,17.54385965,0,210.5263158,0,0,0,30.3030303,133.9285714,0,0,0,0,0,0,10.98901099,62.5,0,0,0,44.02515723,0,0,129.0322581,29.41176471,0,13.33333333,70.42253521,28.57142857,0,0,35.71428571,148.1481481,0,0,77.29468599,0,132.0754717,0,0,0,0,27.77777778,0,10.20408163
OTU_81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,5.952380952,0,0,0,0,0,0,26.31578947,58.82352941,0,0,0,0,10.20408163
OTU_36,0,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,0,0,0,0,0,0,35.0877193,0,0,0,22.72727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.16901408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_29,0,0,0,0,0,70.70707071,0,0,0,0,0,0,0,0,0,80.64516129,0,0,0,0,87.71929825,0,0,0,0,0,0,0,0,0,0,0,0,33.89830508,32.96703297,62.5,85.10638298,0,0,25.1572327,17.24137931,0,161.2903226,0,96.77419355,0,140.8450704,0,0,0,0,55.55555556,0,37.03703704,82.12560386,0,37.73584906,0,0,23.80952381,13.33333333,27.77777778,0,0
OTU_123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.9047619,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.928571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_63,0,0,0,13.51351351,0,0,0,0,0,47.61904762,0,22.72727273,0,0,56.60377358,0,0,0,0,0,0,54.05405405,0,0,0,0,60.60606061,98.21428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.41176471,0,13.33333333,0,0,0,0,0,0,0,37.03703704,24.15458937,0,0,0,0,0,26.66666667,0,29.41176471,0
OTU_716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.928571429,0,0,0,0,0,16.94915254,10.98901099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_64,0,0,0,13.51351351,34.48275862,0,0,14.08450704,0,0,0,0,0,22.22222222,0,0,0,0,43.47826087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_386,0,0,0,0,0,0,0,0,0,0,0,22.72727273,0,22.22222222,0,0,0,0,43.47826087,0,0,0,0,0,0,0,0,8.928571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_108,0,77.92207792,0,0,0,0,0,0,0,0,0,22.72727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.9285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.5458937,0,18.86792453,0,0,0,0,0,0,0
OTU_257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.7729469,0,0,0,0,0,0,0,0,0
OTU_463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.0714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_506,0,0,0,54.05405405,0,0,0,0,0,0,0,0,0,133.3333333,0,0,0,0,0,0,0,0,0,0,45.45454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_13,0,0,0,13.51351351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.41176471,387.0967742,13.33333333,0,0,0,19.60784314,0,0,0,0,4.830917874,0,0,0,0,0,0,0,0,0
OTU_121,0,0,29.41176471,0,0,10.1010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.48275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71428571,0,0,0,0,0,0,13.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,0,0,0
OTU_26,0,0,0,0,0,0,37.03703704,0,0,23.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.72727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.41176471,0,0,0,0,0,0,5.952380952,0,0,0,0,0,0,0,0,0,13.33333333,0,0,0
OTU_17,0,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,34.48275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,5.952380952,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_51,0,0,0,13.51351351,0,0,0,14.08450704,0,0,0,0,0,22.22222222,0,0,0,0,0,23.25581395,0,0,0,0,0,0,0,0,0,0,31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33333333,0,0,0,0,0,0,0,0,4.830917874,0,0,0,0,0,0,0,0,0
OTU_781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.36507937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_738,0,0,0,13.51351351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.33333333,0,0,0,0,113.0952381,0,20.83333333,0,0,0,0,0,0,0,0,0,0,0
OTU_729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.73584906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_11,0,0,58.82352941,148.6486486,0,10.1010101,37.03703704,14.08450704,0,0,0,0,98.03921569,22.22222222,113.2075472,0,0,0,0,0,0,0,0,0,0,0,121.2121212,8.928571429,122.4489796,0,93.75,0,0,0,0,0,0,103.4482759,0,0,0,0,96.77419355,29.41176471,0,266.6666667,0,0,0,0,107.1428571,0,41.66666667,0,0,25.64102564,37.73584906,0,0,0,26.66666667,83.33333333,0,0
OTU_202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_44,0,0,0,0,0,0,0,28.16901408,0,0,0,0,0,22.22222222,0,0,0,0,0,0,0,0,0,0,0,0,0,8.928571429,0,34.48275862,0,62.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9047619,0,0,0,0,0,18.86792453,0,0,0,0,0,0,0
OTU_184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.48275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.952380952,0,0,0,0,0,0,0,0,0,13.33333333,0,0,0
OTU_638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.289308176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.830917874,0,0,0,0,0,0,0,0,0
OTU_234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_130,0,0,0,0,0,0,37.03703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.72727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_590,0,0,0,40.54054054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.24137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.48275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,34.48275862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_264,0,0,0,0,0,30.3030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.57861635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
